Submission Time,Full name,Marital status,Gender,Religion,Date of birth,Current address,Highest formal of education,Faculty/Major,School/University name,Email address,WhatsApp number,Desired positions,Current status,Experience,Applied date,Portfolio (2MB),Upload CV (2MB),Portfolio link,Expected salary (IDR),Where did you find this job?,Consent,Skills
"Jun 03, 2025 @ 12:00 AM","T. Surya Tamba, S.I.Kom",Single,Female,Christian,12/15/2003,"Jl. Cihampelas No. 91, Pematangsiantar, Kalimantan Barat 99709",SMA/SMK,Teknik Informatika,Universitas Gadjah Mada,purwanto58@hotmail.com,906574148052,Backend Developer,Intern,1-3 years,05/19/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,8952561,Telegram Group,checked,"['AWS', 'HTML', 'Azure', 'GCP']"
"Jan 09, 2025 @ 03:52 PM",Calista Mahendra,Married,Female,Christian,07/14/1991,"Jalan Cihampelas No. 09, Palopo, KI 77614",S2,Informatics,Universitas Bina Nusantara,jagapatiaryani@ud.desa.id,647065134423,Backend Developer,Freelancer,3-5 years,06/06/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7860533,Website,checked,"['JavaScript', 'SQL', 'Figma', 'Azure']"
"Jun 02, 2025 @ 04:05 PM",R. Marsito Puspasari,Single,Female,Christian,06/23/1998,"Gg. Dr. Djunjunan No. 742, Bekasi, Sulawesi Selatan 33837",S1/D4,Sistem Komputer,Universitas Indonesia,najibmegantara@pd.go.id,507509254745,IT Support,Intern,Fresh graduate,05/25/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,8081863,Instagram,checked,"['SQL', 'Kubernetes', 'Azure', 'Linux']"
"May 19, 2025 @ 01:00 AM",Jasmin Lazuardi,Married,Male,Catholic,01/01/1995,"Jl. Kapten Muslihat No. 92, Bandung, BA 61082",D3,Informatics,Universitas Bina Nusantara,wirasafitri@gmail.com,272932151917,Frontend Developer,Unemployed,3-5 years,06/09/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4567893,Instagram,checked,"['Figma', 'SQL', 'Node.js', 'Azure']"
"Jan 11, 2025 @ 02:54 AM",Lasmanto Aryani,Single,Male,Moslem,12/02/1996,"Jalan Pasir Koja No. 706, Bandung, JT 39679",D3,Sistem Komputer,Universitas Terbuka,jagaraga90@pd.net,753669971178,UI/UX Designer,Fulltime,Fresh graduate,05/30/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,https://perum.my.id/,4472153,Instagram,checked,"['Azure', 'Python', 'CSS']"
"Mar 15, 2025 @ 12:56 AM",Warsita Pratiwi,Married,Male,Moslem,04/02/2002,"Gg. Pasir Koja No. 1, Gorontalo, GO 51557",SMA/SMK,Sistem Informasi,Universitas Indonesia,utamawibowo@ud.net,706700200114,IT Support,Fulltime,Fresh graduate,05/18/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7208453,LinkedIn,checked,"['Node.js', 'Linux', 'Python', 'Kubernetes', 'CSS']"
"Mar 29, 2025 @ 08:18 PM",Unggul Pradana,Married,Male,Hindu,01/06/1996,"Gang HOS. Cokroaminoto No. 896, Dumai, Kepulauan Riau 81215",D3,Teknik Informatika,Universitas Gadjah Mada,budi28@perum.com,905958994508,Frontend Developer,Freelancer,Fresh graduate,05/28/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4717752,Indeed,checked,"['JavaScript', 'Linux', 'Networking', 'Docker']"
"Feb 02, 2025 @ 09:23 PM",Dr. Kasiran Namaga,Married,Female,Hindu,01/11/2004,"Gang Tubagus Ismail No. 7, Manado, KU 94255",S2,Manajemen Informatika,Universitas Gunadarma,bakianto52@pt.com,041511451293,Data Analyst,Fulltime,Fresh graduate,05/22/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,https://cv.co.id/,9553456,Instagram,checked,"['CSS', 'JavaScript', 'Node.js']"
"May 15, 2025 @ 05:44 AM","H. Gatra Manullang, M.M.",Single,Female,Hindu,09/26/1997,"Gg. Gedebage Selatan No. 6, Madiun, LA 91785",S2,Sistem Komputer,Universitas Gadjah Mada,banara93@cv.com,824373210592,Frontend Developer,Fulltime,1-3 years,05/26/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7309264,Glints,checked,"['JavaScript', 'React', 'Node.js', 'Linux']"
"May 08, 2025 @ 07:14 PM",Oliva Wibowo,Single,Female,Catholic,07/08/1989,"Gang Ahmad Yani No. 4, Tidore Kepulauan, Gorontalo 37055",S1/D4,Manajemen Informatika,Institut Teknologi Bandung,dalimin64@pt.net.id,137278708863,Backend Developer,Unemployed,More than 5 years,05/27/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4774033,Instagram,checked,"['JavaScript', 'SQL', 'CSS', 'GCP', 'Docker']"
"May 22, 2025 @ 03:30 PM",Zizi Prayoga,Single,Female,Hindu,03/22/1991,"Jalan Laswi No. 9, Ambon, KU 36755",S2,Sistem Komputer,Universitas Gunadarma,hzulkarnain@hotmail.com,372051685557,Backend Developer,Intern,Fresh graduate,05/17/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,http://www.pt.org/,7470978,Instagram,checked,"['AWS', 'CSS', 'HTML', 'Azure']"
"Feb 22, 2025 @ 11:41 PM",Gilang Hidayat,Single,Male,Catholic,01/03/2004,"Jalan Ir. H. Djuanda No. 532, Banda Aceh, SS 05578",S1/D4,Teknik Komputer,Institut Teknologi Bandung,ikin95@ud.web.id,853534002858,Backend Developer,Fulltime,3-5 years,05/15/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9765460,Instagram,checked,"['Linux', 'JavaScript', 'Networking']"
"Jan 21, 2025 @ 09:56 AM",Nrima Iswahyudi,Single,Male,Moslem,06/13/1990,"Jl. Jakarta No. 7, Padang Sidempuan, Sumatera Utara 83228",SMA/SMK,Manajemen Informatika,Universitas Indonesia,cindymulyani@pt.id,436945601514,UI/UX Designer,Unemployed,3-5 years,05/26/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7448939,Instagram,checked,"['Python', 'SQL', 'Kubernetes']"
"Feb 02, 2025 @ 01:19 PM",drg. Samiah Sinaga,Married,Female,Hindu,01/19/1997,"Jl. Sukajadi No. 789, Tasikmalaya, Kepulauan Riau 30417",S1/D4,Manajemen Informatika,Universitas Gunadarma,dyuniar@gmail.com,781584522364,UI/UX Designer,Fulltime,1-3 years,05/18/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6469297,Website,checked,"['JavaScript', 'Python', 'Azure', 'GCP', 'AWS', 'SQL']"
"May 26, 2025 @ 03:04 PM","Ir. Garda Lailasari, S.Ked",Married,Male,Christian,07/08/1989,"Gang Pasir Koja No. 2, Sabang, Papua 53699",D3,Sistem Komputer,Institut Teknologi Bandung,amalia62@gmail.com,103275607610,UI/UX Designer,Freelancer,Fresh graduate,05/27/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,8093311,Telegram Group,checked,"['CSS', 'Linux', 'GCP', 'Kubernetes']"
"May 11, 2025 @ 02:52 PM",Capa Hartati,Married,Male,Christian,12/30/2002,"Jalan BKR No. 880, Bontang, Papua Barat 91277",SMA/SMK,Manajemen Informatika,Universitas Gadjah Mada,osinaga@yahoo.com,847096993575,Data Analyst,Fulltime,3-5 years,06/04/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4478450,Indeed,checked,"['Docker', 'JavaScript', 'React', 'Figma']"
"May 27, 2025 @ 03:28 AM",Maria Yulianti,Single,Female,Catholic,06/15/1995,"Gg. Moch. Toha No. 234, Lhokseumawe, JB 69625",S1/D4,Teknik Informatika,Institut Teknologi Bandung,vimankusmawati@hotmail.com,969231116430,Data Analyst,Fulltime,More than 5 years,05/25/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5335117,Indeed,checked,"['Azure', 'Docker', 'JavaScript', 'Linux']"
"Mar 12, 2025 @ 05:06 PM",Tina Budiyanto,Married,Male,Buddhist,11/05/1992,"Jalan Rumah Sakit No. 5, Serang, NT 00540",D3,Sistem Informasi,Universitas Bina Nusantara,safinawibisono@pd.com,715933495774,Frontend Developer,Unemployed,1-3 years,05/24/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4049709,Glints,checked,"['Networking', 'SQL', 'HTML', 'React', 'AWS', 'GCP']"
"Mar 23, 2025 @ 01:56 PM",Dalima Puspita,Single,Female,Catholic,08/25/1992,"Jalan Stasiun Wonokromo No. 73, Sungai Penuh, Sumatera Barat 89831",S1/D4,Teknik Komputer,Institut Teknologi Bandung,oirawan@pd.biz.id,113281929411,Data Analyst,Fulltime,Fresh graduate,05/22/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,8270058,Instagram,checked,"['GCP', 'Docker', 'Python']"
"Feb 09, 2025 @ 04:00 AM","Maman Hartati, S.E.",Single,Male,Hindu,11/13/1993,"Gang Merdeka No. 82, Sukabumi, Jambi 44786",S2,Teknik Informatika,Universitas Gadjah Mada,gatotgunarto@yahoo.com,370233751165,Backend Developer,Intern,1-3 years,05/30/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,8108670,Indeed,checked,"['React', 'GCP', 'Networking', 'Node.js']"
"Feb 28, 2025 @ 06:15 PM",Queen Mansur,Married,Male,Buddhist,09/27/1991,"Jl. Rajawali Timur No. 24, Tangerang, Sumatera Barat 55962",D3,Sistem Komputer,Universitas Bina Nusantara,nurdiyantijono@perum.edu,114225717719,UI/UX Designer,Unemployed,More than 5 years,05/21/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9989489,Telegram Group,checked,"['SQL', 'Networking', 'AWS', 'Linux', 'Node.js', 'Figma']"
"May 15, 2025 @ 10:21 PM",Puti Prabowo,Single,Female,Moslem,05/19/1995,"Gg. Rumah Sakit No. 9, Kota Administrasi Jakarta Utara, SS 84279",SMA/SMK,Sistem Informasi,Universitas Terbuka,odongoran@yahoo.com,944860906529,DevOps Engineer,Unemployed,More than 5 years,06/08/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9749157,LinkedIn,checked,"['GCP', 'JavaScript', 'CSS', 'Networking', 'Figma']"
"Jan 10, 2025 @ 08:33 AM","Elvina Suartini, S.I.Kom",Married,Female,Moslem,02/05/1998,"Jl. R.E Martadinata No. 13, Padang, Sulawesi Utara 81451",SMA/SMK,Sistem Informasi,Institut Teknologi Bandung,sitorushari@ud.id,505580199332,Data Analyst,Unemployed,3-5 years,05/19/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9631518,Telegram Group,checked,"['CSS', 'Python', 'Azure', 'Docker']"
"Apr 15, 2025 @ 02:07 PM","Janet Simbolon, S.Pd",Single,Male,Catholic,03/02/2000,"Jalan Abdul Muis No. 89, Mojokerto, SU 53525",SMA/SMK,Sistem Informasi,Institut Teknologi Bandung,vfujiati@hotmail.com,602686739097,Backend Developer,Intern,More than 5 years,05/22/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,http://ud.ponpes.id/,9157604,Telegram Group,checked,"['Figma', 'Node.js', 'Python']"
"Jun 11, 2025 @ 12:59 AM",Puji Zulkarnain,Married,Male,Christian,07/20/2003,"Jl. Merdeka No. 8, Sukabumi, Riau 20907",D3,Informatics,Universitas Bina Nusantara,jabal60@perum.mil.id,784968566703,Data Analyst,Intern,More than 5 years,05/29/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9149195,Indeed,checked,"['Figma', 'Networking', 'SQL']"
"Jun 04, 2025 @ 05:37 PM",Rachel Marpaung,Single,Male,Hindu,06/13/2000,"Jl. HOS. Cokroaminoto No. 095, Pekanbaru, Kalimantan Tengah 79930",S1/D4,Sistem Komputer,Universitas Indonesia,dalionoanggriawan@cv.mil.id,709740857813,UI/UX Designer,Freelancer,Fresh graduate,06/02/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5384990,Instagram,checked,"['Kubernetes', 'Python', 'Docker']"
"Apr 26, 2025 @ 06:04 PM",Samsul Nainggolan,Single,Female,Christian,06/01/1995,"Jl. Bangka Raya No. 8, Sungai Penuh, MA 54457",S1/D4,Manajemen Informatika,Universitas Indonesia,ihariyah@yahoo.com,537149225317,Frontend Developer,Intern,Fresh graduate,05/21/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,8428722,LinkedIn,checked,"['AWS', 'CSS', 'Azure']"
"Apr 04, 2025 @ 10:47 PM","Eli Siregar, M.Pd",Single,Female,Catholic,02/19/1999,"Jalan Kendalsari No. 75, Makassar, Maluku 94346",SMA/SMK,Sistem Komputer,Universitas Bina Nusantara,prayogarika@gmail.com,680219797195,Backend Developer,Intern,3-5 years,05/30/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7478778,Telegram Group,checked,"['AWS', 'Kubernetes', 'HTML', 'Docker', 'JavaScript']"
"Mar 11, 2025 @ 03:28 AM","KH. Umay Dongoran, S.I.Kom",Married,Female,Hindu,07/11/1991,"Gang Raya Setiabudhi No. 517, Tegal, Kalimantan Utara 97261",D3,Manajemen Informatika,Universitas Gadjah Mada,hartana57@yahoo.com,679649077098,Backend Developer,Intern,More than 5 years,05/31/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9034311,Instagram,checked,"['Docker', 'AWS', 'Figma', 'GCP', 'Node.js', 'HTML']"
"Jan 09, 2025 @ 02:00 AM",Widya Novitasari,Married,Female,Moslem,12/19/2002,"Jalan HOS. Cokroaminoto No. 4, Bukittinggi, Riau 36116",S2,Sistem Informasi,Universitas Gadjah Mada,prasetyojagaraga@yahoo.com,701780801574,Data Analyst,Intern,1-3 years,06/02/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,https://www.ud.biz.id/,6103843,Instagram,checked,"['React', 'Azure', 'SQL', 'Networking', 'Node.js']"
"Feb 21, 2025 @ 12:14 PM",Jayeng Suryono,Single,Male,Catholic,08/31/1998,"Gang Antapani Lama No. 22, Tangerang, Sulawesi Utara 36129",S1/D4,Informatics,Universitas Terbuka,natsiraswani@perum.id,639840157933,Data Analyst,Unemployed,More than 5 years,06/08/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9658722,Instagram,checked,"['JavaScript', 'GCP', 'HTML', 'React', 'Node.js']"
"May 17, 2025 @ 04:51 PM",Heru Prasetya,Single,Male,Moslem,08/15/1995,"Jalan KH Amin Jasuta No. 9, Makassar, RI 76806",S1/D4,Sistem Komputer,Universitas Bina Nusantara,ajionojanuar@pd.web.id,602467557154,UI/UX Designer,Unemployed,More than 5 years,05/21/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7266180,LinkedIn,checked,"['JavaScript', 'Python', 'Docker']"
"Feb 26, 2025 @ 02:46 PM",Ellis Prasasta,Married,Female,Moslem,05/01/1993,"Jalan Joyoboyo No. 3, Prabumulih, SU 84033",S2,Informatics,Universitas Indonesia,raditya79@yahoo.com,458341076082,Backend Developer,Intern,Fresh graduate,05/14/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7899592,LinkedIn,checked,"['GCP', 'SQL', 'React', 'Networking']"
"Jan 20, 2025 @ 03:57 PM","Dr. Michelle Thamrin, M.TI.",Single,Male,Catholic,06/30/2003,"Jalan Jayawijaya No. 887, Tegal, Riau 59832",D3,Teknik Komputer,Universitas Terbuka,prakosa06@hotmail.com,264877745922,IT Support,Fulltime,3-5 years,05/14/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5170913,Telegram Group,checked,"['Docker', 'GCP', 'Networking', 'HTML']"
"Apr 30, 2025 @ 08:57 AM","Puti Karimah Adriansyah, S.Pd",Single,Male,Christian,09/22/1994,"Jalan Pacuan Kuda No. 02, Bontang, Papua 16968",D3,Manajemen Informatika,Universitas Gunadarma,ibunpudjiastuti@pd.net.id,268414746298,DevOps Engineer,Unemployed,3-5 years,05/31/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,8213058,LinkedIn,checked,"['Figma', 'Python', 'GCP']"
"Apr 29, 2025 @ 02:27 PM","Anom Sihombing, M.Pd",Married,Female,Moslem,09/17/1998,"Gang M.T Haryono No. 265, Bengkulu, JK 87813",S1/D4,Manajemen Informatika,Universitas Gadjah Mada,pmansur@yahoo.com,090082550485,DevOps Engineer,Freelancer,1-3 years,05/19/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7494544,Telegram Group,checked,"['GCP', 'React', 'Python', 'Linux', 'Azure', 'JavaScript']"
"Apr 05, 2025 @ 03:56 PM",Almira Anggriawan,Married,Male,Buddhist,02/20/1990,"Gg. Pasir Koja No. 65, Palopo, JI 43550",S2,Teknik Komputer,Universitas Indonesia,farah65@pt.or.id,322843051058,Backend Developer,Fulltime,More than 5 years,05/26/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4525245,Instagram,checked,"['Networking', 'JavaScript', 'Kubernetes', 'HTML']"
"May 10, 2025 @ 03:53 AM",Jarwi Winarsih,Married,Male,Hindu,06/15/1993,"Gang Jayawijaya No. 74, Surakarta, RI 88078",S2,Sistem Komputer,Universitas Gadjah Mada,lalanashiruddin@gmail.com,899657630997,IT Support,Unemployed,1-3 years,05/15/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6404264,Website,checked,"['Python', 'GCP', 'Networking']"
"Apr 07, 2025 @ 08:23 PM","Agnes Nuraini, M.TI.",Single,Male,Christian,01/10/1991,"Gang Jakarta No. 72, Meulaboh, Gorontalo 42234",S1/D4,Teknik Informatika,Universitas Gunadarma,kuntharamayasari@pd.sch.id,147849583579,Frontend Developer,Intern,More than 5 years,06/07/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4595244,Website,checked,"['Kubernetes', 'React', 'Figma', 'GCP', 'JavaScript']"
"Feb 14, 2025 @ 01:03 PM",Fitriani Puspita,Single,Female,Buddhist,10/22/2003,"Jalan Sukabumi No. 5, Bandung, JA 91336",S2,Teknik Informatika,Universitas Indonesia,kusmawatirahmi@cv.go.id,190499307574,Frontend Developer,Intern,1-3 years,05/23/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4923844,Indeed,checked,"['Docker', 'Kubernetes', 'Figma']"
"Feb 27, 2025 @ 01:06 AM","Puti Kayla Simanjuntak, S.E.",Single,Female,Buddhist,08/12/2003,"Jl. Bangka Raya No. 429, Bandar Lampung, Sulawesi Tengah 64610",D3,Teknik Komputer,Universitas Indonesia,nyomansitompul@pt.org,999009577365,Data Analyst,Unemployed,More than 5 years,05/23/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7991787,Indeed,checked,"['SQL', 'Networking', 'CSS']"
"Mar 04, 2025 @ 09:28 PM",Ir. Gadang Suryatmi,Single,Female,Moslem,09/01/1992,"Gang Ronggowarsito No. 679, Serang, ST 17557",SMA/SMK,Teknik Komputer,Universitas Gadjah Mada,rsuartini@ud.go.id,104854331366,DevOps Engineer,Intern,3-5 years,05/31/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,http://pd.ac.id/,8591069,Indeed,checked,"['HTML', 'GCP', 'SQL', 'Linux', 'AWS', 'CSS']"
"Apr 13, 2025 @ 03:27 AM","drg. Silvia Sirait, S.Psi",Single,Female,Christian,03/30/1992,"Gg. Gegerkalong Hilir No. 12, Metro, BT 11475",S1/D4,Sistem Informasi,Universitas Gadjah Mada,muwais@ud.net.id,598664722814,Backend Developer,Unemployed,3-5 years,06/05/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6246711,Telegram Group,checked,"['CSS', 'Networking', 'SQL', 'Figma']"
"Feb 08, 2025 @ 03:16 PM",Heru Rahayu,Married,Female,Moslem,05/23/2002,"Jl. Jend. Sudirman No. 2, Balikpapan, Papua Barat 58513",S1/D4,Teknik Komputer,Universitas Indonesia,ynasyidah@cv.gov,674732029734,Data Analyst,Intern,1-3 years,05/25/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4045874,Indeed,checked,"['Figma', 'SQL', 'Kubernetes']"
"Jan 18, 2025 @ 03:36 AM",Rendy Prabowo,Single,Male,Catholic,08/15/1996,"Jalan Joyoboyo No. 45, Padang Sidempuan, BT 47242",S1/D4,Teknik Komputer,Institut Teknologi Bandung,setyamaryati@cv.org,464814576256,Backend Developer,Freelancer,More than 5 years,05/16/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7903771,Glints,checked,"['GCP', 'React', 'Kubernetes', 'AWS', 'CSS']"
"Apr 28, 2025 @ 08:54 PM","Perkasa Susanti, S.Pt",Married,Male,Buddhist,11/04/2003,"Gang Surapati No. 22, Manado, Gorontalo 19109",SMA/SMK,Informatics,Universitas Bina Nusantara,emin63@yahoo.com,244623078735,Backend Developer,Fulltime,1-3 years,05/13/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7169503,LinkedIn,checked,"['SQL', 'React', 'Python', 'Docker', 'Networking']"
"May 14, 2025 @ 10:15 AM",Bala Usada,Married,Female,Moslem,12/20/1991,"Gang Rajiman No. 36, Surabaya, Sulawesi Tenggara 46410",SMA/SMK,Informatics,Universitas Gunadarma,mharyanti@pd.or.id,597174440487,DevOps Engineer,Unemployed,3-5 years,05/31/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6154477,Website,checked,"['AWS', 'HTML', 'Azure']"
"Mar 31, 2025 @ 06:20 AM",Cut Fathonah Irawan,Single,Male,Buddhist,07/23/1999,"Jalan KH Amin Jasuta No. 14, Banda Aceh, MA 07280",S2,Sistem Informasi,Institut Teknologi Bandung,mprastuti@gmail.com,916507852523,Data Analyst,Freelancer,More than 5 years,05/23/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5581316,Website,checked,"['AWS', 'React', 'Azure', 'Docker']"
"Apr 22, 2025 @ 08:13 PM",Unjani Situmorang,Single,Male,Buddhist,03/19/2004,"Jalan Rawamangun No. 08, Semarang, Riau 21945",S1/D4,Sistem Komputer,Universitas Terbuka,puspasarilabuh@cv.id,066690073404,Data Analyst,Fulltime,Fresh graduate,05/28/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7902070,Instagram,checked,"['CSS', 'React', 'Azure', 'JavaScript', 'HTML', 'Docker']"
"Jan 11, 2025 @ 10:43 PM",Karen Widodo,Single,Female,Christian,08/15/1990,"Jalan Rajawali Timur No. 82, Sukabumi, Gorontalo 89267",SMA/SMK,Sistem Informasi,Universitas Terbuka,balanamaga@ud.or.id,591845169141,Frontend Developer,Fulltime,1-3 years,05/21/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,8191666,Glints,checked,"['CSS', 'JavaScript', 'GCP', 'AWS', 'Docker']"
"Mar 30, 2025 @ 05:10 AM",Umaya Oktaviani,Single,Female,Hindu,09/25/1993,"Jl. Cempaka No. 0, Bogor, SU 20486",S2,Manajemen Informatika,Universitas Gadjah Mada,tsuryatmi@hotmail.com,643572780878,UI/UX Designer,Unemployed,1-3 years,05/31/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6788157,Glints,checked,"['SQL', 'Figma', 'Azure', 'HTML', 'CSS', 'Kubernetes']"
"Mar 23, 2025 @ 03:51 AM",Hj. Ida Marpaung,Married,Female,Moslem,05/23/2002,"Gg. Otto Iskandardinata No. 0, Cimahi, Sumatera Utara 42378",S2,Sistem Informasi,Universitas Gadjah Mada,mangunsongzaenab@ud.net,729598111694,UI/UX Designer,Intern,3-5 years,05/31/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9241628,Instagram,checked,"['AWS', 'GCP', 'Node.js', 'Docker']"
"Feb 02, 2025 @ 12:23 AM",Ana Waskita,Married,Male,Christian,06/25/1991,"Jalan Suniaraja No. 6, Payakumbuh, Maluku 50302",SMA/SMK,Teknik Informatika,Universitas Bina Nusantara,salahudinraharja@cv.mil,598037321331,Data Analyst,Intern,More than 5 years,06/10/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,https://pd.sch.id/,4245774,Website,checked,"['Azure', 'Linux', 'React', 'Node.js', 'CSS']"
"Jan 21, 2025 @ 01:01 PM",R. Intan Megantara,Married,Male,Buddhist,02/02/2004,"Gg. Rajawali Barat No. 85, Palu, Sulawesi Selatan 16604",D3,Teknik Informatika,Universitas Indonesia,bagya98@yahoo.com,051111648224,Backend Developer,Freelancer,1-3 years,05/17/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9904514,Instagram,checked,"['Node.js', 'Azure', 'CSS']"
"Jan 21, 2025 @ 07:56 AM",Bakti Farida,Single,Female,Catholic,04/17/1997,"Jalan Rungkut Industri No. 8, Cilegon, PB 41418",D3,Sistem Komputer,Universitas Bina Nusantara,rajatamichelle@gmail.com,586073183102,Frontend Developer,Unemployed,Fresh graduate,05/15/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6525827,Glints,checked,"['Docker', 'AWS', 'SQL', 'Node.js', 'JavaScript']"
